n_tribes,n_agents,n_heaps,vision_radius,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,result
3.8685818314552307,45.62020532786846,2.1786390086635947,30.908713400363922,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.07692307692307693
2.6219553723931313,45.62020532786846,2.1786390086635947,30.908713400363922,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.0967741935483871
3.8685818314552307,44.49803590774536,2.1786390086635947,30.908713400363922,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.11538461538461539
3.8685818314552307,45.62020532786846,5.996704851277173,30.908713400363922,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.05555555555555555
3.8685818314552307,45.62020532786846,2.1786390086635947,10.722367584705353,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.10526315789473684
3.8685818314552307,45.62020532786846,2.1786390086635947,30.908713400363922,0.11968479584902525,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.09090909090909091
3.8685818314552307,45.62020532786846,2.1786390086635947,30.908713400363922,0.15588416438549757,0.7332857251167297,0.23631136678159237,0.13508813548833132,0.9633546099066734,0.045454545454545456
3.8685818314552307,45.62020532786846,2.1786390086635947,30.908713400363922,0.15588416438549757,0.38130948040634394,0.46321427542716265,0.13508813548833132,0.9633546099066734,0.06382978723404255
3.8685818314552307,45.62020532786846,2.1786390086635947,30.908713400363922,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.09316494222730398,0.9633546099066734,0.11538461538461539
3.8685818314552307,45.62020532786846,2.1786390086635947,30.908713400363922,0.15588416438549757,0.38130948040634394,0.23631136678159237,0.13508813548833132,0.9491529231891036,0.15789473684210525
3.8685818314552307,44.49803590774536,5.996704851277173,10.722367584705353,0.11968479584902525,0.7332857251167297,0.46321427542716265,0.09316494222730398,0.9491529231891036,0.038461538461538464
2.6219553723931313,45.62020532786846,5.996704851277173,10.722367584705353,0.11968479584902525,0.7332857251167297,0.46321427542716265,0.09316494222730398,0.9491529231891036,0.045454545454545456
2.6219553723931313,44.49803590774536,2.1786390086635947,10.722367584705353,0.11968479584902525,0.7332857251167297,0.46321427542716265,0.09316494222730398,0.9491529231891036,0.0
2.6219553723931313,44.49803590774536,5.996704851277173,30.908713400363922,0.11968479584902525,0.7332857251167297,0.46321427542716265,0.09316494222730398,0.9491529231891036,0.03333333333333333
2.6219553723931313,44.49803590774536,5.996704851277173,10.722367584705353,0.15588416438549757,0.7332857251167297,0.46321427542716265,0.09316494222730398,0.9491529231891036,0.0
